Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,223,,,Cpd 223: 3893.5187,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3895.0866,1296.8323,1,,,20140420-298.d,18.161,,,6683,,,6,Negative,-3,-3,,3893.5187,,1296.8323,,100,17.771,,17.548,0.284,,,6,86,,0.09,388395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,224,,,Cpd 224: 4487.5725,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4490.3358,1496.188,1,,,20140420-298.d,18.161,,,2222,,,6,Negative,-3,-3,,4487.5725,,1494.8502,,80,18.001,,17.846,0.179,,,7,87,,0.03,127495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,225,,,Cpd 225: 4469.5909,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4471.5007,1489.5272,1,,,20140420-298.d,18.161,,,2427,,,5,Negative,-3,-3,,4469.5909,,1488.8564,,80,18.003,,17.846,0.184,,,7,87,,0.03,110615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,226,,,Cpd 226: 4475.6134,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4477.4244,1491.198,1,,,20140420-298.d,18.161,,,2647,,,5,Negative,-3,-3,,4475.6134,,1490.8638,,80,18.007,,17.846,0.188,,,7,87,,0.03,124221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,227,,,Cpd 227: 4433.6384,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4434.7453,737.9325,1,,,20140420-298.d,18.36,,,3872,,,5,Negative,-6,-6,,4433.6384,,737.9325,,100,18.012,,17.796,0.264,,,7,87,,0.04,153497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,228,,,Cpd 228: 4431.6458,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4433.5428,1476.5426,5,,,20140420-298.d,18.543,,,37700,,,26,Negative,-2,-7,,4431.6458,,1476.2081,,100,18.012,,17.747,0.295,,,7,87,0.0043,0.77,3255095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,229,,,Cpd 229: 4430.6574,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4433.4439,885.7217,1,,,20140420-298.d,18.311,,,3773,,,7,Negative,-5,-5,,4430.6574,,885.1242,,80,18.013,,17.796,0.263,,,7,87,,0.06,255666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,230,,,Cpd 230: 4453.6312,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4455.813,1484.2038,1,,,20140420-298.d,18.311,,,8090,,,7,Negative,-3,-3,,4453.6312,,1483.5364,,100,18.014,,17.796,0.263,,,7,87,,0.13,558723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,231,,,Cpd 231: 4166.5799,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4167.9973,1388.1797,1,,,20140420-298.d,18.36,,,1425,,,4,Negative,-3,-3,,4166.5799,,1387.8527,,80,18.165,,18.045,0.169,,,1,88,,0.01,44080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,232,,,Cpd 232: 4205.5864,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4207.5945,1401.5203,1,,,20140420-298.d,18.377,,,2073,,,5,Negative,-3,-3,,4205.5864,,1400.8548,,80,18.185,,18.045,0.204,,,1,89,,0.02,84505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,233,,,Cpd 233: 4215.5829,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4217.8172,1404.5214,6,,,20140420-298.d,18.908,,,25538,,,35,Negative,-2,-7,,4215.5829,,1404.1869,,100,18.325,,18.045,0.294,,,6,90,0.0022,0.61,2565627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,234,,,Cpd 234: 4239.5661,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4240.6787,1412.1814,1,,,20140420-298.d,18.675,,,5662,,,4,Negative,-3,-3,,4239.5661,,1412.1814,,100,18.326,,18.111,0.28,,,6,90,,0.06,253996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,235,,,Cpd 235: 4253.5162,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4255.7637,1417.1672,1,,,20140420-298.d,18.559,,,2240,,,6,Negative,-3,-3,,4253.5162,,1416.8315,,80,18.33,,18.178,0.222,,,6,90,,0.03,138613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,236,,,Cpd 236: 4259.5332,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4260.9198,1419.1733,1,,,20140420-298.d,18.526,,,1956,,,4,Negative,-3,-3,,4259.5332,,1418.8371,,80,18.331,,18.178,0.209,,,6,90,,0.02,94467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,237,,,Cpd 237: 4236.5254,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4237.9949,1411.8477,1,,,20140420-298.d,18.725,,,5830,,,3,Negative,-3,-3,,4236.5254,,1411.1678,,80,18.331,,18.111,0.298,,,6,90,,0.04,187119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,238,,,Cpd 238: 4271.5047,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4274.9863,1423.4931,1,,,20140420-298.d,18.526,,,1840,,,8,Negative,-3,-3,,4271.5047,,1422.8276,,80,18.335,,18.178,0.204,,,6,90,,0.04,165934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,239,,,Cpd 239: 4197.5713,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4199.4956,1398.518,4,,,20140420-298.d,18.791,,,12176,,,19,Negative,-3,-7,,4197.5713,,1398.1833,,99,18.348,,18.111,0.28,,,2,91,0.0082,0.23,967399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,240,,,Cpd 240: 4198.5814,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4199.47,1048.6381,1,,,20140420-298.d,18.51,,,1045,,,3,Negative,-4,-4,,4198.5814,,1048.6381,,80,18.357,,18.194,0.192,,,2,91,,0.01,33978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,241,,,Cpd 241: 4758.6673,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4761.0079,1585.8837,1,,,20140420-298.d,18.791,,,6089,,,7,Negative,-3,-3,,4758.6673,,1585.2152,,100,18.555,,18.344,0.247,,,3,92,,0.11,445357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,242,,,Cpd 242: 4735.6385,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4738.5478,946.7313,1,,,20140420-298.d,18.825,,,2765,,,7,Negative,-5,-5,,4735.6385,,946.1204,,80,18.555,,18.36,0.256,,,3,92,,0.04,180848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,243,,,Cpd 243: 4736.6864,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4738.8916,1578.5565,4,,,20140420-298.d,18.99,,,28785,,,27,Negative,-3,-7,,4736.6864,,1577.8884,,100,18.558,,18.294,0.29,,,3,92,0.0099,0.67,2821595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,244,,,Cpd 244: 4511.6122,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4513.4206,1503.1952,1,,,20140420-298.d,18.974,,,2823,,,5,Negative,-3,-3,,4511.6122,,1502.8634,,100,18.723,,18.543,0.245,,,1,93,,0.03,146510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,245,,,Cpd 245: 4503.5983,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4505.6683,1500.8609,4,,,20140420-298.d,19.322,,,13644,,,23,Negative,-3,-6,,4503.5983,,1500.1929,,100,18.858,,18.609,0.272,,,7,94,0.0133,0.29,1238677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,246,,,Cpd 246: 4559.5516,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4562.2582,1519.5115,1,,,20140420-298.d,19.14,,,3912,,,7,Negative,-3,-3,,4559.5516,,1518.8433,,100,18.863,,18.675,0.248,,,7,94,,0.07,311144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,247,,,Cpd 247: 4542.5657,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4545.4046,1514.1897,1,,,20140420-298.d,19.223,,,7457,,,6,Negative,-3,-3,,4542.5657,,1513.1813,,80,18.865,,18.626,0.299,,,7,94,,0.14,593066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,248,,,Cpd 248: 4577.5314,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4581.3227,1525.5029,1,,,20140420-298.d,19.107,,,3017,,,9,Negative,-3,-3,,4577.5314,,1524.8365,,80,18.865,,18.692,0.236,,,7,94,,0.08,330712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,249,,,Cpd 249: 4566.5640,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4567.8476,1521.1807,1,,,20140420-298.d,19.107,,,2559,,,4,Negative,-3,-3,,4566.564,,1521.1807,,100,18.866,,18.709,0.24,,,7,94,,0.03,137225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,250,,,Cpd 250: 4521.6077,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4524.0133,1506.5293,5,,,20140420-298.d,19.471,,,32479,,,34,Negative,-2,-7,,4521.6077,,1506.1952,,100,18.868,,18.576,0.307,,,7,94,0.006,0.83,3527774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,251,,,Cpd 251: 4520.5820,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4523.4102,903.5155,1,,,20140420-298.d,19.156,,,3859,,,7,Negative,-5,-5,,4520.582,,903.1091,,80,18.87,,18.626,0.263,,,7,94,,0.05,231134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,252,,,Cpd 252: 5041.7270,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5044.0135,1680.2361,6,,,20140420-298.d,19.488,,,19996,,,37,Negative,-3,-8,,5041.727,,1679.5693,,100,19.082,,18.825,0.285,,,2,95,0.0104,0.55,2319135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,253,,,Cpd 253: 5063.7094,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5066.0008,1687.5642,1,,,20140420-298.d,19.306,,,4460,,,6,Negative,-3,-3,,5063.7094,,1686.8959,,100,19.083,,18.908,0.237,,,2,95,,0.07,299890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,254,,,Cpd 254: 4842.6095,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4843.7535,806.0943,1,,,20140420-298.d,19.737,,,5043,,,5,Negative,-6,-6,,4842.6095,,806.0943,,80,19.392,,19.173,0.26,,,1,96,,0.03,146463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,255,,,Cpd 255: 4896.5903,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4900.4574,1632.8561,1,,,20140420-298.d,19.621,,,2443,,,9,Negative,-3,-3,,4896.5903,,1631.1895,,80,19.408,,19.239,0.227,,,3,97,,0.06,274168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,256,,,Cpd 256: 4840.6618,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4842.8615,1613.2155,6,,,20140420-298.d,19.986,,,25324,,,34,Negative,-3,-8,,4840.6618,,1612.5474,,100,19.409,,19.107,0.323,,,3,97,0.0087,0.73,3088824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,257,,,Cpd 257: 4862.6360,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4862.7361,1619.8714,2,,,20140420-298.d,19.687,,,3677,,,6,Negative,-3,-4,,4862.636,,1619.8714,,80,19.42,,19.223,0.25,,,3,97,0.0023,0.02,88788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,258,,,Cpd 258: 4878.6083,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4881.3651,1625.8617,1,,,20140420-298.d,19.704,,,3129,,,7,Negative,-3,-3,,4878.6083,,1625.1955,,99.6,19.439,,19.239,0.246,,,2,98,,0.06,263222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,259,,,Cpd 259: 4864.6479,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4866.7786,1620.542,1,,,20140420-298.d,19.77,,,6666,,,8,Negative,-3,-3,,4864.6479,,1620.542,,80,19.442,,19.173,0.322,,,2,98,,0.11,455807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,260,,,Cpd 260: 5442.6966,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5445.472,1360.419,1,,,20140420-298.d,19.687,,,936,,,6,Negative,-4,-4,,5442.6966,,1359.6669,,80,19.504,,19.339,0.204,,,4,99,,0.01,52657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,261,,,Cpd 261: 5386.7757,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5389.2391,1795.2521,6,,,20140420-298.d,19.886,,,14347,,,41,Negative,-3,-8,,5386.7757,,1794.5843,,100,19.509,,19.256,0.282,,,4,99,0.0101,0.53,2248203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,262,,,Cpd 262: 5408.7511,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5410.682,1802.5782,2,,,20140420-298.d,19.72,,,3386,,,10,Negative,-3,-4,,5408.7511,,1801.9112,,80,19.511,,19.322,0.237,,,4,99,0.0173,0.06,242321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,263,,,Cpd 263: 4822.6549,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4824.7803,1607.2119,5,,,20140420-298.d,19.87,,,9785,,,24,Negative,-3,-7,,4822.6549,,1606.5446,,93.2,19.511,,19.272,0.275,,,4,99,0.0166,0.23,958369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,264,,,Cpd 264: 5203.6221,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5205.589,1300.3958,1,,,20140420-298.d,20.069,,,1061,,,5,Negative,-4,-4,,5203.6221,,1299.8983,,84.4,19.875,,19.753,0.205,,,2,100,,0.01,60401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,265,,,Cpd 265: 5145.7056,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5146.437,1028.5304,2,,,20140420-298.d,20.151,,,3191,,,4,Negative,-5,-6,,5145.7056,,1028.1344,,80,19.879,,19.654,0.258,,,2,100,0.0038,0.02,95041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,266,,,Cpd 266: 5146.6939,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5149.2153,1715.2237,4,,,20140420-298.d,20.433,,,29182,,,31,Negative,-3,-8,,5146.6939,,1714.557,,100,19.886,,19.604,0.307,,,8,101,0.007,0.88,3728701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,267,,,Cpd 267: 2573.8404,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2574.5413,856.9395,1,,,20140420-298.d,20.185,,,5227,,,3,Negative,-3,-3,,2573.8404,,856.9395,,100,19.889,,19.637,0.282,,,8,101,,0.04,188914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,268,,,Cpd 268: 5202.6292,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5206.9119,1734.5324,1,,,20140420-298.d,20.185,,,2933,,,10,Negative,-3,-3,,5202.6292,,1733.2025,,80,19.89,,19.72,0.249,,,8,101,,0.09,392850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,269,,,Cpd 269: 5168.6831,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5171.0583,1291.664,1,,,20140420-298.d,20.135,,,1391,,,6,Negative,-4,-4,,5168.6831,,1291.1635,,80,19.89,,19.704,0.24,,,8,101,,0.02,87528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,270,,,Cpd 270: 5128.6798,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5130.9909,1709.2205,4,,,20140420-298.d,20.268,,,9018,,,20,Negative,-3,-8,,5128.6798,,1708.5521,,100,19.895,,19.67,0.279,,,8,101,0.0077,0.22,917057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,271,,,Cpd 271: 5184.6357,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5187.3227,1727.8715,2,,,20140420-298.d,20.201,,,4016,,,13,Negative,-3,-4,,5184.6357,,1727.2035,,80,19.897,,19.704,0.251,,,8,101,0.025,0.09,392143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,272,,,Cpd 272: 5167.6505,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5171.4827,1722.5513,1,,,20140420-298.d,20.251,,,7872,,,10,Negative,-3,-3,,5167.6505,,1721.5429,,80,19.898,,19.654,0.3,,,8,101,,0.17,735341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,273,,,Cpd 273: 2573.3377,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2574.4518,857.1065,1,,,20140420-298.d,20.185,,,5517,,,4,Negative,-3,-3,,2573.3377,,856.772,,99.3,19.901,,19.637,0.284,,,8,101,,0.05,202332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,274,,,Cpd 274: 5753.7966,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5756.6483,1917.5849,2,,,20140420-298.d,20.384,,,2901,,,15,Negative,-3,-4,,5753.7966,,1916.9175,,80,20.15,,19.919,0.227,,,9,102,0.0277,0.08,341546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,275,,,Cpd 275: 5771.7473,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5775.4622,1924.2452,2,,,20140420-298.d,20.4,,,3245,,,16,Negative,-3,-4,,5771.7473,,1922.9101,,80,20.15,,19.886,0.255,,,9,102,0.0058,0.13,566488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,276,,,Cpd 276: 1925.9176,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1926.1943,1924.9103,1,,,20140420-298.d,20.334,,,2906,,,2,Negative,-1,-1,,1925.9176,,1924.9103,,80,20.151,,19.986,0.221,,,9,102,,0.01,47537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,277,,,Cpd 277: 5772.7364,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5774.2919,961.4458,3,,,20140420-298.d,20.301,,,1183,,,13,Negative,-5,-7,,5772.7364,,961.1145,,71.1,20.154,,20.002,0.153,,,9,102,0.0183,0.02,79116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,278,,,Cpd 278: 5714.8221,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5715.5439,1142.3606,2,,,20140420-298.d,20.417,,,3038,,,4,Negative,-5,-6,,5714.8221,,1141.9558,,80,20.156,,19.903,0.275,,,9,102,0.0092,0.02,93709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
