Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,223,,,Cpd 223: 357.1341,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,357.3346,356.1268,1,,,20140429-382.d,31.318,,,38207,,,3,Negative,-1,-1,,357.1341,,356.1268,,100,30.808,,30.522,0.255,,,3,98,,0.17,706775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,224,,,Cpd 224: 5070.8249,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5072.1709,1689.6036,1,,,20140429-382.d,30.969,,,4046,,,4,Negative,-3,-3,,5070.8249,,1689.2677,,74.6,30.809,,30.654,0.187,,,3,98,,0.04,161962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,225,,,Cpd 225: 5047.8499,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5050.2092,1682.2768,3,,,20140429-382.d,31.268,,,25084,,,19,Negative,-3,-5,,5047.8499,,1681.6087,,100,30.822,,30.621,0.279,,,3,98,0.0094,0.52,2160876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,226,,,Cpd 226: 4764.7936,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4767.1826,1587.9257,1,,,20140429-382.d,31.185,,,5670,,,7,Negative,-3,-3,,4764.7936,,1587.2573,,100,30.852,,30.605,0.271,,,3,99,,0.09,379265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,227,,,Cpd 227: 4742.8103,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4745.1063,1580.5965,4,,,20140429-382.d,31.45,,,36861,,,24,Negative,-3,-6,,4742.8103,,1579.9292,,100,30.864,,30.638,0.289,,,3,99,0.0082,0.82,3427822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,228,,,Cpd 228: 4743.8388,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4745.1384,676.8259,1,,,20140429-382.d,31.052,,,3659,,,4,Negative,-7,-7,,4743.8388,,676.684,,80,30.866,,30.704,0.219,,,3,99,,0.04,168708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,229,,,Cpd 229: 4780.7422,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4782.7282,1593.2469,1,,,20140429-382.d,31.052,,,1808,,,5,Negative,-3,-3,,4780.7422,,1592.5735,,80,30.873,,30.704,0.185,,,3,100,,0.02,74293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,230,,,Cpd 230: 6829.1018,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6832.3275,1707.0174,2,,,20140429-382.d,31.268,,,11040,,,14,Negative,-3,-4,,6829.1018,,1706.2683,,80,30.881,,30.339,0.295,,,3,100,0.0029,0.33,1393929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,231,,,Cpd 231: 6830.0861,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6831.9426,975.005,3,,,20140429-382.d,31.334,,,2847,,,15,Negative,-5,-7,,6830.0861,,974.7151,,80,30.888,,30.721,0.22,,,3,100,0.0369,0.06,269792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,232,,,Cpd 232: 4435.7371,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4437.8735,1478.241,1,,,20140429-382.d,31.251,,,2902,,,6,Negative,-3,-3,,4435.7371,,1477.5717,,99.4,30.953,,30.737,0.268,,,2,101,,0.05,211445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,233,,,Cpd 233: 4413.7558,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4415.9304,1470.9142,2,,,20140429-382.d,31.5,,,23060,,,13,Negative,-3,-4,,4413.7558,,1470.2443,,100,30.958,,30.704,0.314,,,2,101,0.0142,0.46,1940076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,234,,,Cpd 234: 7053.0256,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7054.2967,1174.6617,2,,,20140429-382.d,31.567,,,1485,,,7,Negative,-5,-6,,7053.0256,,1174.4961,,76.9,31.101,,30.87,0.405,,,3,102,0.0077,0.05,214128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,235,,,Cpd 235: 7035.0188,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7036.6693,1003.9954,1,,,20140429-382.d,31.567,,,3338,,,5,Negative,-7,-7,,7035.0188,,1003.9954,,100,31.11,,30.804,0.415,,,3,102,,0.07,311366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,236,,,Cpd 236: 7034.0477,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7036.9991,1758.0055,6,,,20140429-382.d,31.865,,,17004,,,33,Negative,-3,-8,,7034.0477,,1757.5061,,100,31.123,,30.688,0.514,,,3,102,0.0139,1.18,4926861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,237,,,Cpd 237: 6995.0908,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6998.5024,1748.519,8,,,20140429-382.d,32.728,,,187544,,,73,Negative,-3,-10,,6995.0908,,1747.7696,,100,31.137,,30.505,0.618,,,3,103,0.0353,16.49,69009760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,238,,,Cpd 238: 7052.0129,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7056.258,2351.0004,2,,,20140429-382.d,31.683,,,3423,,,14,Negative,-3,-7,,7052.0129,,2349.6641,,80,31.145,,30.77,0.487,,,3,103,0.015,0.23,962718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,239,,,Cpd 239: 7049.0665,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7055.6585,1762.7494,1,,,20140429-382.d,31.865,,,10100,,,13,Negative,-4,-4,,7049.0665,,1761.2593,,80,31.15,,30.721,0.569,,,3,103,,0.72,3024851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,240,,,Cpd 240: 7017.0884,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7021.853,1754.0134,2,,,20140429-382.d,32.081,,,26085,,,25,Negative,-3,-4,,7017.0884,,1753.2655,,100,31.189,,30.406,0.642,,,2,104,0.0095,2.3,9606013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,241,,,Cpd 241: 2346.6823,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2347.0946,2345.675,1,,,20140429-382.d,31.649,,,2642,,,2,Negative,-1,-1,,2346.6823,,2345.675,,80,31.189,,30.853,0.512,,,2,104,,0.04,147456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,242,,,Cpd 242: 4068.7097,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4070.7298,1355.5646,2,,,20140429-382.d,31.848,,,21892,,,14,Negative,-2,-3,,4068.7097,,1355.2293,,100,31.231,,30.936,0.333,,,2,105,0.0021,0.44,1857986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,243,,,Cpd 243: 4090.6991,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4092.4942,1362.891,1,,,20140429-382.d,31.583,,,2836,,,5,Negative,-3,-3,,4090.6991,,1362.5591,,100,31.239,,31.036,0.301,,,2,105,,0.05,206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,244,,,Cpd 244: 2341.6956,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2342.0562,2340.6883,1,,,20140429-382.d,31.782,,,3429,,,2,Negative,-1,-1,,2341.6956,,2340.6883,,80,31.267,,30.77,0.556,,,3,106,,0.05,194651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,245,,,Cpd 245: 6666.0542,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6669.0315,1666.2553,1,,,20140429-382.d,31.766,,,3552,,,7,Negative,-4,-4,,6666.0542,,1665.5063,,80,31.268,,31.003,0.432,,,3,106,,0.1,431462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,246,,,Cpd 246: 4096.7220,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4097.8489,1365.2295,1,,,20140429-382.d,31.45,,,1148,,,3,Negative,-3,-3,,4096.722,,1364.5667,,75.5,31.27,,31.135,0.198,,,3,106,,0.01,35083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,247,,,Cpd 247: 3762.6884,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3764.5256,1253.5558,5,,,20140429-382.d,32.13,,,32219,,,27,Negative,-2,-6,,3762.6884,,1253.2221,,100,31.511,,31.202,0.318,,,3,107,0.0056,0.76,3171479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,248,,,Cpd 248: 3784.6660,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3786.4674,1260.8826,2,,,20140429-382.d,31.898,,,4534,,,10,Negative,-2,-3,,3784.666,,1260.5483,,100,31.524,,31.268,0.288,,,3,107,0.0041,0.09,370507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,249,,,Cpd 249: 6360.0159,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6362.989,1589.4996,2,,,20140429-382.d,31.965,,,4497,,,15,Negative,-3,-4,,6360.0159,,1588.9974,,99.5,31.529,,31.152,0.408,,,3,107,0.0061,0.22,919739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,250,,,Cpd 250: 3790.6846,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3792.0681,1262.8882,1,,,20140429-382.d,31.766,,,1065,,,4,Negative,-3,-3,,3790.6846,,1262.5543,,87.8,31.548,,31.368,0.232,,,1,108,,0.01,54401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,251,,,Cpd 251: 6030.9658,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6033.6312,2009.9816,2,,,20140429-382.d,32.014,,,3449,,,13,Negative,-3,-4,,6030.9658,,2009.3134,,100,31.633,,31.318,0.35,,,1,109,0.0057,0.15,630330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,252,,,Cpd 252: 3501.5770,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3502.6582,1749.7772,2,,,20140429-382.d,32.048,,,4527,,,8,Negative,-2,-3,,3501.577,,1749.7772,,80,31.765,,31.45,0.293,,,1,110,0.0269,0.05,229901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,253,,,Cpd 253: 3457.6500,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3459.3957,1151.8768,5,,,20140429-382.d,32.446,,,44101,,,31,Negative,-2,-6,,3457.65,,1151.5429,,100,31.803,,31.517,0.314,,,3,111,0.0035,1.17,4894996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,254,,,Cpd 254: 5685.9284,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5688.5694,1894.9673,2,,,20140429-382.d,32.164,,,5159,,,14,Negative,-3,-4,,5685.9284,,1894.3016,,100,31.804,,31.533,0.315,,,3,111,0.0048,0.15,642329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,255,,,Cpd 255: 3479.6342,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3481.3829,1159.2036,2,,,20140429-382.d,32.147,,,6540,,,12,Negative,-2,-3,,3479.6342,,1158.8715,,100,31.808,,31.567,0.279,,,3,111,0.0045,0.16,656617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,256,,,Cpd 256: 3485.6454,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3486.9767,1161.2075,1,,,20140429-382.d,32.081,,,1504,,,4,Negative,-3,-3,,3485.6454,,1160.8745,,100,31.856,,31.666,0.238,,,1,112,,0.02,68957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,257,,,Cpd 257: 5380.8795,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5383.4194,1793.2882,2,,,20140429-382.d,32.313,,,8537,,,14,Negative,-3,-4,,5380.8795,,1792.6188,,100,31.928,,31.666,0.305,,,1,113,0.0057,0.22,901105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,258,,,Cpd 258: 6857.0845,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6859.8705,1714.0143,1,,,20140429-382.d,32.329,,,3301,,,6,Negative,-4,-4,,6857.0845,,1713.2638,,80,32.003,,31.749,0.331,,,1,114,,0.07,299494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,259,,,Cpd 259: 5097.8211,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5099.8923,1698.9363,1,,,20140429-382.d,32.28,,,2607,,,5,Negative,-3,-3,,5097.8211,,1698.2664,,80,32.036,,31.832,0.257,,,3,115,,0.03,143096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,260,,,Cpd 260: 5076.8389,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5077.7806,845.3002,2,,,20140429-382.d,32.247,,,1398,,,6,Negative,-5,-6,,5076.8389,,845.1324,,74.6,32.04,,31.898,0.199,,,3,115,0.0014,0.01,61438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,261,,,Cpd 261: 5075.8418,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5078.2481,1691.6089,3,,,20140429-382.d,32.495,,,11972,,,19,Negative,-3,-7,,5075.8418,,1690.9404,,97.3,32.045,,31.782,0.317,,,3,115,0.0147,0.29,1219722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,262,,,Cpd 262: 3172.5606,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3173.9111,1585.7739,1,,,20140429-382.d,32.329,,,1846,,,4,Negative,-2,-2,,3172.5606,,1585.273,,80,32.123,,31.981,0.216,,,3,116,,0.02,71671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,263,,,Cpd 263: 3128.5997,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3130.1694,1563.7938,4,,,20140429-382.d,32.645,,,25413,,,24,Negative,-2,-5,,3128.5997,,1563.2919,,100,32.135,,31.865,0.303,,,3,116,0.0032,0.75,3130573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,264,,,Cpd 264: 3150.5783,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3152.0325,1574.7829,2,,,20140429-382.d,32.446,,,5179,,,9,Negative,-2,-3,,3150.5783,,1574.2821,,100,32.136,,31.898,0.274,,,3,116,0.0008,0.1,437388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,265,,,Cpd 265: 4791.7977,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4794.7719,1597.257,1,,,20140429-382.d,32.545,,,4398,,,7,Negative,-3,-3,,4791.7977,,1596.2586,,80,32.202,,31.965,0.298,,,2,117,,0.07,307726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,266,,,Cpd 266: 4770.8014,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4773.0902,1589.9288,5,,,20140429-382.d,32.711,,,18813,,,29,Negative,-3,-7,,4770.8014,,1589.2597,,100,32.21,,31.882,0.329,,,2,117,0.0168,0.48,2003894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,267,,,Cpd 267: 4441.7534,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4443.879,1480.2451,5,,,20140429-382.d,32.761,,,14040,,,20,Negative,-2,-6,,4441.7534,,1479.5771,,100,32.347,,32.064,0.306,,,2,118,0.0099,0.3,1238998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,268,,,Cpd 268: 4463.7327,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4465.8991,1487.238,1,,,20140429-382.d,32.628,,,2745,,,6,Negative,-3,-3,,4463.7327,,1486.9036,,80,32.349,,32.13,0.267,,,2,118,,0.05,194860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,269,,,Cpd 269: 4118.6908,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4120.4811,1372.5581,1,,,20140429-382.d,32.794,,,2621,,,5,Negative,-3,-3,,4118.6908,,1371.8897,,100,32.543,,32.346,0.252,,,2,119,,0.04,157809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,270,,,Cpd 270: 4096.7039,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4098.6891,1364.8956,4,,,20140429-382.d,33.01,,,14048,,,20,Negative,-2,-6,,4096.7039,,1364.5607,,100,32.55,,32.28,0.302,,,2,119,0.0109,0.28,1167303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,271,,,Cpd 271: 2783.5547,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2784.9458,1391.2709,4,,,20140429-382.d,33.291,,,33396,,,19,Negative,-2,-5,,2783.5547,,1390.7699,,100,32.709,,32.446,0.312,,,3,120,0.0019,0.61,2560201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,272,,,Cpd 272: 2827.5161,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2828.6935,1413.2519,1,,,20140429-382.d,32.96,,,2098,,,4,Negative,-2,-2,,2827.5161,,1412.7508,,100,32.712,,32.545,0.242,,,3,120,,0.02,95850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,273,,,Cpd 273: 2805.5366,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2806.8485,1402.2619,2,,,20140429-382.d,33.059,,,6452,,,8,Negative,-2,-3,,2805.5366,,1401.7613,,100,32.712,,32.495,0.278,,,3,120,0.0106,0.09,385618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,274,,,Cpd 274: 3790.6817,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3792.5236,1262.8875,5,,,20140429-382.d,33.225,,,16957,,,25,Negative,-2,-6,,3790.6817,,1262.5536,,98.9,32.754,,32.479,0.302,,,2,121,0.0085,0.36,1494884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,275,,,Cpd 275: 3812.6914,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3814.3115,1270.2141,2,,,20140429-382.d,33.01,,,2931,,,8,Negative,-2,-3,,3812.6914,,1269.8915,,80,32.755,,32.529,0.256,,,2,121,0.0334,0.05,204235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,276,,,Cpd 276: 383.1496,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,383.3342,382.1423,1,,,20140429-382.d,33.142,,,3470,,,2,Negative,-1,-1,,383.1496,,382.1423,,100,32.807,,32.578,0.247,,,1,122,,0.02,65675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,277,,,Cpd 277: 3507.6216,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3509.2265,1168.5357,2,,,20140429-382.d,33.291,,,3334,,,10,Negative,-2,-3,,3507.6216,,1168.1994,,100,32.981,,32.761,0.269,,,2,123,0.0028,0.07,312234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,278,,,Cpd 278: 3485.6440,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3487.3487,1161.2082,4,,,20140429-382.d,33.441,,,20093,,,23,Negative,-2,-5,,3485.644,,1160.8742,,100,32.984,,32.711,0.306,,,2,123,0.0043,0.51,2134296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
